SalesID,SalesPersonID,CustomerID,ProductID,Quantity,Discount,TotalPrice,SalesDate,TransactionNumber
764,20,88385,443,23,0.2,"0,00",36:23.0,RNADI560MP9RHMP2YL0Q
765,3,20733,154,6,0.2,"0,00",19:55.6,EPE41EOR0JCZA7DPH8MJ
766,17,90724,92,23,NULL,"0,00",12:39.6,ZAWUXZ30CD5ZYDXV9HQI
767,13,16643,285,5,NULL,"0,00",01:35.8,L5XS6EBDGDD7HEFI93FK
768,19,49802,254,13,NULL,"0,00",25:42.7,O570CUGU8QW1HE4Z2QKS
769,7,39321,31,10,NULL,"0,00",50:53.2,V0SRGYHCZEBXHW0PSUJU
770,11,11423,38,3,0.1,"0,00",10:45.8,8NG600BI7DUS3T5F8VWY
771,7,42696,293,11,0.2,"0,00",56:26.2,8CL40H39AV0X4MCBLGY6
772,18,78951,163,20,NULL,"0,00",19:38.7,S0G4D3VAJZNW10AV10I7
773,17,68991,70,18,NULL,"0,00",47:09.9,WHTUZ7S3MEYSNGB5ZME8
774,11,27062,444,7,0.1,"0,00",45:37.6,QVD13M2GJGFYLVIM9EW3
775,7,1108,33,1,NULL,"0,00",56:05.5,WKP3EJZQ2D4ZA5MGTVKQ
776,5,51918,19,14,NULL,"0,00",06:26.5,2YJT1LSIP7I5RUBOXP22
777,19,79468,133,21,NULL,"0,00",44:18.3,H2BZBPW5GIBCKTM6ACY6
778,14,52588,441,14,0.2,"0,00",14:08.1,C5LUIBASW6INWLV7TQVV
779,11,25513,196,7,0.2,"0,00",40:19.9,9P7S60OIMC3WJ4XP5SDM
780,18,5820,217,2,NULL,"0,00",04:16.5,KBSPN8QYGM2BU2GE1BBM
781,19,36053,313,10,NULL,"0,00",NULL,9UERDGYIOXI90PDE2JRX
782,10,14060,118,4,0.2,"0,00",27:21.4,6Q0KO1GB3G1Z2BHDYARS
783,12,26517,178,7,0.2,"0,00",01:09.7,SOK1UD2ZYSKOQ24D6OEH
784,15,32717,394,9,NULL,"0,00",46:27.0,KHG9YEV149044E1GJUOD
785,21,88649,421,23,NULL,"0,00",20:55.7,5NHBB8DZRLCB8763RVY7
786,22,55943,6,15,0.1,"0,00",43:31.2,TJJJMO2XNUP3VFTYYM6I
787,21,21411,311,6,NULL,"0,00",34:42.0,CONTV6VCRYQ6DB4XROKB
788,16,57517,195,15,NULL,"0,00",13:12.9,4RM7DSC5T9SOWHVWPRH6
789,8,13309,164,4,NULL,"0,00",34:02.4,WVZWI3P16YL7Z8W0MIEI
790,2,6155,255,2,NULL,"0,00",47:18.5,XPYIGU811W34G8WNAVON
791,22,12625,200,4,NULL,"0,00",26:39.8,MA6HX9YW392OEY51E19G
792,19,51996,44,14,0.2,"0,00",12:10.5,51I2IZ0DBNQU3BFR0ILA
793,22,466,58,1,NULL,"0,00",44:29.0,XN0F2AQLWTE74H8NFE9X
794,17,48215,69,13,NULL,"0,00",16:02.2,SLBTANP9EIO5U7DHMFP9
795,7,77526,236,20,NULL,"0,00",36:58.5,FTBNYT63L4BCM51OMRM1
796,5,44336,148,12,NULL,"0,00",03:28.8,IAQ199U5SZKNRDSZ6CTJ
797,15,98717,19,25,NULL,"0,00",43:45.7,SEDT81CT0N28FWJLMOJB
798,15,66038,328,17,NULL,"0,00",11:59.6,S4QOVR9OFFTH5PWC718I
799,17,68421,293,18,NULL,"0,00",05:46.2,SBIFBG9EKN978Z9M4CA2
800,5,41074,114,11,NULL,"0,00",11:53.4,K88QA7N9EMBSL0T89JB0
801,19,88190,22,23,NULL,"0,00",56:29.7,VRKAXPMP3OXG8739O19L
802,12,81219,131,21,NULL,"0,00",45:28.2,50XENZGEUTY1TPGOGDH0
803,2,9263,274,3,NULL,"0,00",59:38.6,BYDCCTQYLI2E6PRMV9Q5
804,6,21910,93,6,NULL,"0,00",34:41.5,8VZEFIML7ORKLU2J1A6Q
805,2,6434,252,2,0.1,"0,00",29:03.1,9BWNNZP2K3QV722EYWB3
806,13,47382,182,12,NULL,"0,00",20:40.3,DTATKVO2TYKFVZK3QSIX
807,22,60931,59,16,0.1,"0,00",53:24.1,ML1PDR053EVM3VHLT240
808,4,97755,332,25,NULL,"0,00",40:00.8,Q45FC3HB74S6UR89463O
809,10,32789,98,9,0.2,"0,00",13:39.5,QKPTS33HXQEWJVGV91OI
810,11,44906,218,12,NULL,"0,00",54:36.6,VA2G848CPV0C20JGMK0E
811,11,11675,39,3,NULL,"0,00",36:54.4,ADD9BVREU5F63VANCJZV
812,8,31436,358,8,NULL,"0,00",39:33.7,7UDKGVXFNGN30LWO6X8G
813,1,38268,421,10,0.1,"0,00",08:10.2,VQL6Z49T911JO2J0PUZU
814,8,1162,11,1,0.2,"0,00",22:54.8,6OR22AEY6LQE7C3SDGQN
815,13,11260,450,3,0.2,"0,00",49:56.5,DFMKBICOH39MYO1T4WUV
816,3,8715,17,3,0.1,"0,00",41:14.3,3FA4HQG7BE86DT94HRR1
817,2,27627,282,7,NULL,"0,00",21:14.5,PIGS8N1Z9JVSRAZCFTSW
818,8,51172,141,13,NULL,"0,00",06:32.8,5O0FLVSPM53TKDXUC82E
819,23,98495,23,25,NULL,"0,00",30:37.0,1UCELI9S1XZ5SJTGCNR9
820,5,63550,148,17,NULL,"0,00",52:51.7,MESY7W1H2LPI83UN1ZCJ
821,20,69314,233,18,0.2,"0,00",45:13.6,K73ORT4DZLB4YEGKFEM7
822,20,57886,90,15,NULL,"0,00",59:26.7,ZCANKGYSBNFQD27OAF2X
823,12,36494,91,10,NULL,"0,00",27:33.4,2ZEDAPE3LLQBLLUT17D5
824,6,33167,228,9,0.1,"0,00",38:24.2,OXVEKC8V5YJA6WDWA9QK
825,13,97557,291,25,NULL,"0,00",24:13.3,Q2OERGCV98ORIE1IYQC5
826,11,89460,250,23,NULL,"0,00",58:35.3,GM61FPHXQXMLWXV7ZSWV
827,20,78486,105,20,NULL,"0,00",11:57.3,WQUINHBDBJEEGAGHDCQV
828,1,20776,1,6,NULL,"0,00",03:36.5,IA25MG6AYXG98JVCIR85
829,5,48296,208,13,NULL,"0,00",10:11.3,FE87FNEPMG501EGSD005
830,3,55531,338,15,NULL,"0,00",42:08.8,DLY48QK5VKIQE3VTY7TR
831,13,51961,452,14,NULL,"0,00",12:19.9,CGA965FJ4R70G1S926WT
832,5,13430,257,4,NULL,"0,00",54:26.9,QVNAMBKYET7DI14NV1L5
833,20,82927,148,21,NULL,"0,00",38:32.1,QTAPY12JW0WX0LLMZKUU
834,7,83198,83,22,NULL,"0,00",02:14.7,PY0MY0NM75BOZZ2DKO9H
835,23,16390,196,5,NULL,"0,00",43:50.3,ISBFIFJ1VHRB00V9200F
836,7,53593,183,14,NULL,"0,00",18:48.3,OVK90MI9EVKC675P7GL4
837,8,4797,297,2,NULL,"0,00",27:42.8,BNKCZY73HO92HTWQ6HT1
838,7,4608,86,2,NULL,"0,00",26:28.2,HM6YUTPKVKFBCD8ZW1NB
839,14,26283,143,7,NULL,"0,00",17:23.9,W6BAPD9Y1YS3TT1DE54H
840,8,41268,240,11,NULL,"0,00",00:15.4,M4TR4FOQ9F5PLKFVO4GF
841,23,93771,399,24,NULL,"0,00",50:07.1,ULM8IK6MIWIUMA2HIKXL
842,18,22416,432,6,NULL,"0,00",54:41.3,RIMD89MIQ0O2XSJ7JLVH
843,7,24729,98,7,NULL,"0,00",59:33.4,RJNVYADE5KIUD23ZUAAK
844,21,67162,398,18,NULL,"0,00",39:25.8,RWTROHJAYZ1330ZZI9Y8
845,14,93239,217,24,NULL,"0,00",10:24.1,KG67KQF7PALX0ZNT3ASU
846,14,79949,294,21,0.1,"0,00",NULL,7KHQ9140B1BBZ7GNK3R3
847,19,13728,75,4,0.1,"0,00",47:06.2,9OG631B6FZ6E0DVPHBOB
848,14,98063,48,25,NULL,"0,00",04:00.2,D99L0R65J60R0XW0K5ZS
849,5,36956,72,10,NULL,"0,00",21:34.2,W25WZTKY3S3RWVF7K294
850,4,68811,219,18,NULL,"0,00",26:05.7,WS5NZFYOW5OJCG63P1YL
851,4,16710,319,5,NULL,"0,00",55:44.2,FDX042HTZ2PNT09Z90EM
852,8,47546,331,13,NULL,"0,00",42:14.3,6ME7JE83V1BITGE8NUDH
853,16,66303,306,17,NULL,"0,00",37:12.9,X2YWIGX4F0JZX9RISLN9
854,13,4872,146,2,NULL,"0,00",41:22.6,41E40KUQM504E9JFB0YA
855,9,70520,334,18,NULL,"0,00",12:54.4,F0RJW6NPU8Q85S1KRHV3
856,22,30305,384,8,NULL,"0,00",26:39.8,TVJUI083HKOYRO0ML4E6
857,1,44726,40,12,NULL,"0,00",57:03.0,RWAW9GHUJI27KM58OD5F
858,20,74856,46,19,NULL,"0,00",17:54.9,DO19E40Y6DHWD1Y8Y8KQ
859,16,23112,254,6,NULL,"0,00",21:14.4,Y1LR61VDWQ8REE88MVCG
860,14,15734,2,4,0.1,"0,00",10:28.2,C5KA7L7ZP4LODFMGI825
861,17,67655,77,18,NULL,"0,00",30:27.8,9M94YMP0BD79CLW0GYFN
862,22,40155,59,11,NULL,"0,00",08:43.0,7MM30ZLR4M9AB2JB69ZH
863,23,49460,124,13,NULL,"0,00",49:47.6,DQDE1TQF29MI720M1XN3
864,7,76017,212,20,NULL,"0,00",29:49.4,7RYY0JCP9PG5ETV9OZ6V
865,21,91705,219,24,0.2,"0,00",31:30.7,2DMS4ZJO5BBDQ6ZFF0AD
866,7,97005,234,25,NULL,"0,00",42:16.8,SK5CS94DCXG8W5DB6WJT
867,12,47268,211,12,NULL,"0,00",42:27.5,4E4SNNVT8ZVHLASHGBQE
868,18,53829,339,14,NULL,"0,00",01:01.5,SDV5U0M394QKPN60K5M9
869,9,83532,267,22,NULL,"0,00",05:55.5,4YKRAVLUPKTFPC09MTM9
870,6,56427,267,15,NULL,"0,00",39:04.5,YU5WWMMGW634QNEAEJ50
871,19,3919,173,1,NULL,"0,00",31:08.2,JJX50A5RXC00U53FUE8Y
872,18,23020,196,6,0.1,"0,00",13:31.5,TEPAYPLZ89H8GFA7RVCG
873,18,24889,450,7,NULL,"0,00",54:46.3,ZU34WIBUJ5W2VQ57V1LK
874,15,57227,236,15,0.2,"0,00",49:08.9,O2ISDQS83IWHPUJM627A
875,5,68538,201,18,NULL,"0,00",30:21.7,O3K5LP5ZWURWXARKBIRI
876,2,46899,253,12,0.2,"0,00",02:44.6,GN0K5VMLOYEAMZYXMS0N
877,14,33157,444,9,NULL,"0,00",50:32.4,7N4LSKS1UJFRJ8GKLFTI
878,14,68092,146,18,0.2,"0,00",59:53.3,7WDMAASNPPRVC9ZVZDBT
879,15,38687,11,10,0.2,"0,00",48:07.6,UEYI3RHD0D74VZRRZH9Z
880,23,17609,450,5,NULL,"0,00",28:00.1,5UOW6YHPM1HPSDHE37IB
881,16,75732,175,20,NULL,"0,00",37:07.1,OCJQH9840W2U6PKAMWS0
882,6,79182,58,21,0.2,"0,00",54:35.1,ECPF2M9DV9QN4GI45OO9
883,20,82580,382,21,NULL,"0,00",50:23.1,M4FUMOW3HAPAL9ZTBENY
884,1,78244,442,20,NULL,"0,00",37:30.8,4NB61826H73R2S7ALGYD
885,23,38822,20,10,0.1,"0,00",14:27.1,EY0DI6IBUA1AUHH4NKFU
886,6,4416,122,2,NULL,"0,00",59:54.4,02LJJHSJQYOLHQOATJ2K
887,12,45886,404,12,NULL,"0,00",35:07.0,MX2G8AP5XVJICEVETZPP
888,8,78056,3,20,0.1,"0,00",13:04.3,4BCPCRTTU0DA2D5J3A62
889,22,12679,201,4,NULL,"0,00",25:37.7,S3525CSV0KCU3IMPQVJW
890,1,84844,264,22,NULL,"0,00",35:34.9,3U5890QVPOINDB87M7E0
891,7,8867,144,3,NULL,"0,00",46:47.3,TG0GYUJUDEM51P8ZUVB1
892,11,28700,251,8,NULL,"0,00",00:53.4,AVU6P7DH3O5VD9D5RB67
893,14,80255,284,21,NULL,"0,00",06:28.4,C9WHCLZ7SB2ZYIK699M5
894,23,10550,142,3,NULL,"0,00",16:00.1,9QH9OGUU2K5UZYLXPDMD
895,15,72372,163,19,NULL,"0,00",46:56.2,BC2WFQSZI2J2O3JF7N44
896,2,53616,341,14,0.1,"0,00",51:32.3,PRX4YKZ8KV0R2YDED9P1
897,18,71715,309,19,NULL,"0,00",00:19.5,KIMRBV2IHQH9WLK5RG6T
898,23,47471,338,13,NULL,"0,00",24:51.8,X6IAM450UEF2I49BDNOW
899,23,74217,179,19,NULL,"0,00",28:02.7,25JI5CT9LSI84MB3HPQW
900,7,94994,436,25,NULL,"0,00",57:09.0,NB16DHBTETIW0V1ZSGSC
901,3,32681,83,9,0.2,"0,00",27:56.6,9LWUEHX8WYY07FTHCSVH
902,2,58659,189,15,NULL,"0,00",46:04.7,6Z0B3RA3O8XKREQ5BYZD
903,6,14532,233,4,NULL,"0,00",58:04.7,IUJWTG7IGNXUA2MVIBQN
904,23,79288,258,21,NULL,"0,00",42:29.7,7P0FG03B0TW3UN4GFAB2
905,9,64893,46,17,NULL,"0,00",54:57.5,8K0PGB49SN8QHB5JGCF4
906,9,92450,123,24,NULL,"0,00",42:12.7,FU1QGFHF30FKJZ40QZPZ
907,13,22657,333,6,0.2,"0,00",47:28.1,75NDDCYXYXVYESQYZ0VM
908,2,9077,71,3,NULL,"0,00",48:04.0,ONT6XB1JQDP547PDD33I
909,8,35093,397,9,NULL,"0,00",11:00.9,53JM57E1RYTC8JIT6G0X
910,7,23621,81,6,NULL,"0,00",10:09.8,7J5SAK0KLXS3CJJAKR4M
911,9,95907,392,25,NULL,"0,00",36:07.4,ZFWSVO6K6N2K3XJDTVMD
912,10,75394,346,20,NULL,"0,00",57:09.7,5109WZYJMOWBW8490EVU
913,6,36170,36,10,0.2,"0,00",29:47.2,EAQI8L0XQVH90TDVJZO8
914,17,5503,257,2,NULL,"0,00",53:14.3,JY697OE3THRJGQQAQNDX
915,21,38761,279,10,NULL,"0,00",33:21.0,VSE1VEQDHF6L0UBK91XM
916,11,87233,19,23,NULL,"0,00",35:52.7,XEQPK3NLSCAAEO5R7C9N
917,3,56335,130,15,NULL,"0,00",18:20.0,C2KXGVEPHMGBSYEOBAB3
918,23,69975,135,18,NULL,"0,00",12:16.8,O3WBL66S1ONY3LC5S478
919,8,37196,193,10,0.1,"0,00",15:22.4,APUZLQR2V1YJYNYOMUO8
920,16,87290,98,23,NULL,"0,00",31:36.3,GXTCPC1JJ54VWED2C0GE
921,18,51119,282,13,NULL,"0,00",07:09.8,5NOF4YDH5AI0YUS0MVDP
922,4,67972,209,18,NULL,"0,00",29:23.2,BWUO28LMAT8T6AA4XKEO
923,19,41150,138,11,NULL,"0,00",35:23.8,EVLUXKK1P53P7TQUQ2PS
924,8,97447,3,25,NULL,"0,00",30:20.6,UGA6SJIWOAZ1HX18T5O0
925,22,47560,124,13,NULL,"0,00",52:17.2,KO53ZGJ96IOW6JEAO402
926,9,73978,375,19,0.1,"0,00",30:14.8,0U3NPWPLXX0RA9S52T3Z
927,4,41524,364,11,NULL,"0,00",07:03.1,ISA5ADMY50OYEJU1F9KT
928,19,14340,309,4,NULL,"0,00",38:46.2,9KN4W9M5LBX2JI2TIEI3
929,23,83614,73,22,NULL,"0,00",02:12.7,RXCSVPX4MJJ6Y87M0E40
930,3,14922,313,4,NULL,"0,00",38:49.4,KOQWV1R7XV1P0HNAC0JO
931,8,73943,397,19,NULL,"0,00",02:25.1,YSEWKAU6I0E3U78MWZO5
932,14,84445,106,22,0.1,"0,00",25:40.5,POHGYQJBNEKBRMWC0AQX
933,15,92635,419,24,NULL,"0,00",31:50.6,FUNM5AFOG0UI484XFMJA
934,8,42452,28,11,NULL,"0,00",50:58.7,UMTR3LBAVPY8VATUUSG4
935,21,83688,367,22,0.2,"0,00",00:03.4,7DPSNDSFKN7M6K8TU2O4
936,15,17073,439,5,0.1,"0,00",51:02.5,KBWA8YA2LT367N83YF8I
937,1,64650,277,17,NULL,"0,00",56:30.3,B1RMOPK0ZQRZ9M2SIEFH
938,21,3292,125,1,NULL,"0,00",07:53.4,YT3FZXZQWMGLJ995OJ8P
939,15,13352,396,4,NULL,"0,00",42:33.3,M3B6X06AG0S0JC7N6PSL
940,14,45131,349,12,NULL,"0,00",32:14.4,23AEQDSNUU6S9CQR81WT
941,16,80518,241,21,NULL,"0,00",12:26.4,GMNKZW1IHUG4SJZ1S7ND
942,11,36810,334,10,NULL,"0,00",47:03.0,L5M890HVXOVRUMHMUQGQ
943,23,42963,58,11,NULL,"0,00",02:03.4,D0QNGSRQGT9FRUG1BQWK
944,15,87817,120,23,0.1,"0,00",15:27.9,K6KDYWHEYH6NJ85WLT7P
945,16,87696,324,23,NULL,"0,00",59:27.5,HUMB3S1LI0J5HSU5AIW9
946,20,32233,250,9,NULL,"0,00",49:37.6,IC2S8MB5QWPVI2BY1U4G
947,6,91290,215,24,0.2,"0,00",31:06.1,FHNH1FAQBAAGRZIKJU6P
948,21,74753,28,19,NULL,"0,00",13:14.1,S3UAYQI79NRSK2UEB660
949,2,70548,315,18,NULL,"0,00",42:39.0,FMEER3TDH0YQBNES63PS
950,5,83899,144,22,NULL,"0,00",11:03.5,1NIN7XN58NZP2DGFV7MO
951,23,96041,212,25,NULL,"0,00",33:12.3,RNT28EGL43H8UDZWRJ66
952,18,1740,175,1,NULL,"0,00",48:02.6,9CZ19AXDAV23PA0PLYI6
953,15,10276,146,3,NULL,"0,00",09:29.5,4JHG70HJ4NFIMIAU0Y4I
954,8,85687,82,22,NULL,"0,00",56:26.4,T8E553Z66KOZO4THL2AF
955,12,43875,154,12,NULL,"0,00",49:59.2,67NK3RPUK0DNBAB3B1WI
956,22,63468,327,17,NULL,"0,00",58:33.4,Y2RIXDHDFWU3DN0RK2B9
957,6,17509,52,5,NULL,"0,00",10:40.8,LKABCUHD90DWI75V25D8
958,22,15845,230,5,NULL,"0,00",27:44.1,54IKXNACRZL90CIG7KJZ
959,1,31729,135,9,0.1,"0,00",50:12.5,5VH6VFVVIWX0UGGRQF66
960,23,89674,123,23,NULL,"0,00",24:42.7,I0RNIUMFULT9HZ81E27F
961,5,50927,211,13,NULL,"0,00",35:09.7,83N95W1OG5CSYMUPIDL8
962,18,8317,24,3,NULL,"0,00",08:41.9,NB4RDG8QCCZRJ9X4ECYL
963,2,24222,450,7,0.1,"0,00",45:51.3,DFGGICDBVPM71LRJISFT
964,5,20171,84,6,NULL,"0,00",32:11.5,4SD1FCXL40MNPAVNAV4U
965,22,48438,137,13,NULL,"0,00",07:44.7,GNDKIO5KWKJRS8M3F3ZG
966,18,11463,287,3,NULL,"0,00",10:26.9,ROZJCBVW7XBYIO50HWOR
967,19,81519,380,21,0.2,"0,00",25:19.1,7G3VW19JUR4EPOYD06DA
968,21,92477,8,24,NULL,"0,00",38:48.6,ON7SAKH3X6BPOJ8WNF9M
969,20,20575,343,6,NULL,"0,00",53:10.9,C57KSZ6MHQBGBJSV3LGS
970,7,21688,293,6,NULL,"0,00",42:18.5,XLSO05QGCQ3NCBI07HLA
971,10,22583,195,6,NULL,"0,00",39:22.3,GG08D0F1KUTUVFJEWSTG
972,6,53044,5,14,NULL,"0,00",10:26.6,4Z7TZ7AUV4UH0G5SGN4A
973,8,56624,191,15,NULL,"0,00",29:43.6,RWATGVYMBPRTACGSFDT4
974,18,90824,296,23,NULL,"0,00",43:08.0,PPYCVZELG4P5QC3X0IBC
975,23,6772,309,2,NULL,"0,00",19:09.9,JF3NQ4PZ0AB6816BGLWK
976,8,14310,401,4,NULL,"0,00",20:06.8,VK2OJZCVEUHSY6AVO5VP
977,5,25010,151,7,NULL,"0,00",27:19.9,FUDZHAWMKXFS6NU1Z64C
978,5,52092,18,14,NULL,"0,00",19:55.9,MFUD9VWGRF0UEGQOP2OF
979,15,9751,132,3,0.1,"0,00",30:53.0,UX20SIFUPYQDHTEJL7F0
980,3,15327,326,4,0.1,"0,00",02:39.6,SHEXS74C94GWURIRDHDG
981,4,81448,160,21,NULL,"0,00",59:08.7,1H9HWMB44U9F32FN20AB
982,7,65530,337,17,NULL,"0,00",53:49.0,FUAGN1WR7P1JKQ04GVKS
983,17,42552,446,11,0.2,"0,00",56:07.1,596GRP24BH244MMY09LE
984,18,98474,381,25,0.2,"0,00",51:09.2,W57VJBEIM4PJ99L40VCT
985,4,17641,102,5,NULL,"0,00",05:37.0,W7ZEF4E5FLZDV93ZK7DO
986,13,72204,223,19,NULL,"0,00",14:22.5,PCDLUC1U0E8KP0X8H370
987,23,74170,413,19,NULL,"0,00",16:11.0,6JP5E0H5FNY527VLTLSC
988,7,6949,338,2,NULL,"0,00",35:24.2,E7RT696Q346N8ITNGGBJ
989,20,97337,327,25,NULL,"0,00",00:59.5,LQAFMT2MNIFN2SCYC8RA
990,22,20220,41,6,NULL,"0,00",01:30.0,BJSHUO1YC4GSLTHGDJF4
991,10,98324,387,25,NULL,"0,00",40:21.6,FLRZ5QHO48K9AA6IXS40
992,3,48806,47,13,NULL,"0,00",28:46.2,BDYUGZVHYOB6AVX0IOYK
993,20,70323,443,18,NULL,"0,00",17:40.9,7WVJAIAYGRB4G48S4PRL
994,15,22438,273,6,0.2,"0,00",17:50.6,6J820E8HF45FD3G3B5GK
995,9,92964,139,24,0.1,"0,00",57:04.7,HX02URP7DZ7Y31DNGA31
996,21,72202,218,19,0.1,"0,00",03:44.5,0N5O20RPTJA1NOL806NI
997,9,12588,336,4,NULL,"0,00",01:11.7,25YGA23FUVCI1GAUDRRY
998,18,22792,427,6,NULL,"0,00",29:51.8,JFWXFCREF3GI7YI78RXN
999,16,39380,436,10,0.1,"0,00",07:43.2,YNYIM7BDNEWKRIP1IVQB
1000,21,76234,38,20,NULL,"0,00",49:00.6,ERVZUISM4ZTA8KSYFT5F
1001,1,49474,323,13,NULL,"0,00",24:18.6,SPJYFGS6PW7B8KV2ISPJ
1002,8,97573,208,25,NULL,"0,00",52:17.5,IF39JYX332LW0M2C1E2Z
1003,2,54178,138,14,NULL,"0,00",20:03.2,E2MZZ0WVW0FWA99GPVIV
1004,19,48860,23,13,NULL,"0,00",00:20.5,MUMF8XTQHDNJA4CGAKX1
1005,18,61317,402,16,NULL,"0,00",31:41.1,715ZQDSVBJJ4ES70JQ22
1006,18,42997,207,11,NULL,"0,00",22:45.7,FNSDZ5XZFBKUUFTGGIK0
1007,10,43876,436,12,NULL,"0,00",18:19.1,5U3FWB4GQTUY2SDDLQ8V
1008,20,18211,302,5,NULL,"0,00",26:21.5,V8Z9JDEJ27I2A9TOY3TS
1009,8,78915,225,20,NULL,"0,00",37:16.5,OHPWRNG3USC5ZAL45CXQ
1010,5,29565,206,8,NULL,"0,00",29:52.4,NLCVSIKONME2C7Q9DRQY
1011,17,38459,176,10,NULL,"0,00",31:13.5,7F5XBZ7KTQV1M0VD0Z4V
1012,1,64177,34,17,NULL,"0,00",50:44.9,75Y2M2UURL7SGG66YHJC
1013,7,6094,99,2,NULL,"0,00",56:51.1,TWI0P6VWDSM22Z97VOWC
1014,21,16402,261,5,0.1,"0,00",47:32.9,15O96KO61IKJAE9F1XWZ
1015,20,8227,415,3,NULL,"0,00",25:33.9,ETKQDGWY3SN0DRQTRIL7
1016,22,84156,326,22,0.1,"0,00",41:20.7,B91JRL0RTQZDSNC3IT4R
1017,2,64525,30,17,NULL,"0,00",12:34.7,YPXJWMIM9FBS72JI7LUW
1018,8,24507,70,7,NULL,"0,00",54:42.1,91NMK4EP8PGFIDJ40UZH
1019,2,2531,435,1,NULL,"0,00",26:34.5,KBOLLLSKB7AV0OO9WCI4
1020,10,74993,366,19,NULL,"0,00",53:22.2,1PVCOPZE7QUF1PPZ1ZIL
1021,19,36053,326,10,NULL,"0,00",54:15.9,XI5KHOVV3IHC8IMS8WWT
1022,13,74570,42,19,0.1,"0,00",49:54.9,4GFFZZY9UDZIS37PS603
1023,2,93899,134,24,NULL,"0,00",37:49.1,38D2S636T2MSXT2Q4IPX
1024,21,355,302,1,0.1,"0,00",51:40.8,85IUGFE3FPVPO072C6SU
1025,20,22124,358,6,NULL,"0,00",01:56.9,1ADQUA5ZOOB6VV2V8BRP
1026,8,72536,148,19,NULL,"0,00",10:36.1,DCQ39SUNRBW2K6U53M49
1027,9,81481,15,21,0.2,"0,00",52:45.7,Q1JIS5574U15ZOYMNKIB
1028,17,34187,370,9,NULL,"0,00",11:52.9,XCF4AO8Q4PNGYMA7KGNP
1029,10,96620,158,25,NULL,"0,00",46:03.3,NGUWLIVJG2MXTTO4DIHW
1030,3,33329,92,9,NULL,"0,00",15:25.4,Z5EP01NE23UMWAVK7P5C
1031,22,1722,65,1,NULL,"0,00",18:55.1,NN1I5SM36Y6SYNBG7KG8
1032,11,2218,177,1,NULL,"0,00",57:28.1,EYRBXJTJ6SBKABID7V81
1033,12,12712,34,4,NULL,"0,00",12:12.7,V5OTXMK404P429O9689S
1034,18,32277,94,9,NULL,"0,00",41:52.4,05V8NBS30P86SIT3HZX8
1035,2,64613,4,17,NULL,"0,00",38:21.0,6OLF72T30NZ8RVZTL9BR
1036,19,82635,405,21,NULL,"0,00",06:51.2,ZFGXAQV6O8CK4TH9SG8Z
1037,6,11352,200,3,NULL,"0,00",33:45.8,Z18X0NTAWPLHE695HXCY
1038,22,92452,424,24,NULL,"0,00",55:46.6,BENON1IJST2S0ZD8Z921
1039,23,37158,431,10,NULL,"0,00",19:28.1,SJQ3PM74AIW12NML9DLB
1040,10,73403,348,19,NULL,"0,00",42:51.3,3VJOD6VXIN9W0JVWLXEA
1041,3,28328,239,8,NULL,"0,00",56:03.4,IA6RYCRMQVGQ5ON6ECGB
1042,3,55959,112,15,NULL,"0,00",49:49.6,SUM413QOOG71BLKCWFU4
1043,22,26793,114,7,0.2,"0,00",58:07.7,RSS5VV7P6LYY8PFKMW80
1044,15,67772,121,18,0.2,"0,00",31:07.1,2F9PU22UHWL6W02TZ68J
1045,6,80521,317,21,NULL,"0,00",30:16.6,HV822V5SAJM4DPCIG0S4
1046,9,34147,354,9,NULL,"0,00",49:36.7,OODRBODQNQ0HYKK1MS6X
1047,19,42712,401,11,NULL,"0,00",31:55.1,7DY2JBQAI5FE3S6VAQ7S
1048,23,53921,182,14,NULL,"0,00",30:08.0,MTMNE4SHT8M7UHBEPSCM
1049,19,14211,310,4,NULL,"0,00",52:16.7,5KK2VRE6C1Z5ZKJCE57X
1050,10,8808,265,3,NULL,"0,00",15:44.0,OXS78BUHLYU5MH91KICE
1051,20,7678,188,2,NULL,"0,00",51:09.8,H7M1UWS1AN5PMGMRVMFJ
1052,2,86841,267,22,NULL,"0,00",06:29.6,Q250C3ABTMUJH7Q65EF2
1053,16,20262,445,6,NULL,"0,00",03:17.3,AAOG01M9PVWUMQ4H1HTH
1054,7,63146,71,16,NULL,"0,00",14:21.1,G1B549WLP80H9GSGKC1O
1055,3,40182,165,11,NULL,"0,00",54:44.7,4QXPVGLO4WMKPT9DAVRP
1056,12,73663,281,19,0.2,"0,00",34:23.7,ZNWCCAC1G5RTOCADG8TB
1057,7,3674,74,1,NULL,"0,00",14:28.4,KCEWKMI29G9YE431CI59
1058,4,53824,288,14,NULL,"0,00",28:22.3,NQUR1HZZUMYEQEAHGSOT
1059,22,26736,118,7,NULL,"0,00",58:23.6,7OHU976C3QN1AXLJ4I4J
1060,11,87540,255,23,NULL,"0,00",21:05.0,FTBKOPSJVPHGNG2DXR9S
1061,10,60276,192,16,NULL,"0,00",30:00.0,QWBCFHPYBAJAVRU6ALIE
1062,17,9689,67,3,NULL,"0,00",06:26.1,706LMGJ67QURGOXZ7973
1063,11,20351,145,6,NULL,"0,00",40:18.1,KFX6SO76N6RDSJW4RS15
1064,6,45586,134,12,NULL,"0,00",21:51.1,3JPJE3X62BAB8NK9FURC
