,ProductID,Quantity,Discount,SalesDate,SalesTime
1868338,291,22,0.1,93,569
1868401,291,2,0.1,120,1247
1868419,291,12,0.0,15,1216
1868811,291,15,0.1,17,1055
1869821,291,15,0.0,52,542
1870429,291,13,0.0,122,1240
1871058,291,17,0.0,47,978
1871309,291,16,0.0,116,115
1872431,291,1,0.2,32,1140
1873461,291,13,0.0,70,1285
1874204,291,5,0.0,17,1413
1874653,291,3,0.0,91,1079
1875023,291,19,0.0,72,1186
1875070,291,19,0.0,57,670
1875311,291,17,0.1,116,267
1875792,291,8,0.2,32,1131
1876417,291,22,0.0,61,992
1877077,291,18,0.0,104,245
1877495,291,20,0.0,84,1259
1877691,291,11,0.0,128,1436
1878120,291,2,0.0,106,1299
1878126,291,10,0.0,31,129
1878607,291,13,0.0,68,811
1878613,291,1,0.0,111,84
1878660,291,10,0.0,55,956
1879286,291,14,0.0,20,1167
1879588,291,9,0.0,106,75
1879854,291,8,0.0,109,1211
1879914,291,16,0.0,4,1343
1880893,291,9,0.0,23,1107
1881297,291,5,0.1,58,456
1882008,291,21,0.0,18,381
1882469,291,17,0.0,90,701
1882921,291,13,0.0,61,98
1883250,291,19,0.0,33,1173
1883599,291,12,0.1,1,502
1883736,291,9,0.0,57,1217
1883761,291,25,0.0,112,1398
1885531,291,18,0.1,41,324
1886233,291,7,0.1,108,643
1886322,291,24,0.1,35,92
1886509,291,5,0.0,83,183
1886809,291,15,0.0,15,4
1887111,291,21,0.0,77,481
1887145,291,13,0.0,114,65
1887168,291,20,0.0,76,1109
1887232,291,6,0.0,46,1070
1887317,291,12,0.1,112,509
1887494,291,19,0.0,13,540
1887788,291,6,0.0,127,731
1888735,291,6,0.0,19,474
1889282,291,19,0.0,19,1223
1889424,291,1,0.1,50,508
1889494,291,1,0.1,7,1076
1889880,291,15,0.1,2,1115
1889913,291,23,0.2,98,994
1890222,291,16,0.1,121,738
1890301,291,10,0.0,1,487
1890304,291,15,0.0,64,1316
1891964,291,13,0.2,104,327
1891972,291,6,0.0,75,723
1892750,291,25,0.1,110,1035
1892835,291,8,0.2,16,1100
1893257,291,23,0.1,83,1153
1893892,291,14,0.0,49,1218
1894691,291,20,0.0,82,265
1894911,291,8,0.1,113,1106
1895943,291,25,0.0,97,284
1896042,291,21,0.0,10,120
1896410,291,20,0.1,32,392
1896538,291,22,0.0,67,387
1896891,291,4,0.2,18,1028
1896948,291,3,0.0,56,1112
1896982,291,14,0.0,108,946
1897017,291,2,0.0,100,1260
1897393,291,13,0.0,68,628
1898194,291,7,0.0,92,232
1898893,291,9,0.1,96,62
1898997,291,8,0.0,7,742
1899029,291,24,0.0,96,234
1899827,291,16,0.0,74,401
1900813,291,13,0.0,41,1204
1901286,291,6,0.0,76,1074
1901438,291,2,0.0,87,1242
1901571,291,17,0.0,96,1052
1901790,291,2,0.0,52,111
1902700,291,13,0.2,22,1074
1903028,291,25,0.0,26,212
1903171,291,19,0.2,89,988
1903287,291,20,0.0,105,578
1903704,291,2,0.0,41,443
1903864,291,12,0.0,24,151
1904224,291,6,0.0,31,435
1904801,291,8,0.0,70,510
1905451,291,5,0.0,42,206
1906016,291,15,0.0,79,238
1906022,291,16,0.2,9,610
1906062,291,25,0.0,58,1355
1906675,291,4,0.0,114,65
1907612,291,18,0.0,92,570
1907629,291,16,0.0,61,187
1907945,291,8,0.0,86,1234
1908012,291,25,0.0,53,1261
1908124,291,7,0.0,28,837
1908655,291,3,0.0,118,5
1908771,291,19,0.2,67,968
1908848,291,11,0.0,84,107
1908947,291,3,0.0,50,95
1909288,291,8,0.2,87,1082
1909532,291,19,0.0,10,88
1909646,291,1,0.0,13,222
1909870,291,1,0.0,108,562
1910788,291,15,0.0,66,359
1910814,291,15,0.1,47,205
1911927,291,22,0.0,126,210
1912020,291,20,0.0,84,875
1912177,291,15,0.0,92,181
1912549,291,3,0.0,59,1426
1912582,291,25,0.1,82,310
1912861,291,15,0.0,72,785
1913080,291,13,0.0,120,69
1913150,291,16,0.2,128,712
1913201,291,18,0.0,47,422
1913774,291,14,0.0,55,629
1913780,291,10,0.0,52,964
1914227,291,9,0.0,125,1103
1914571,291,23,0.0,61,150
1914720,291,21,0.0,94,400
1915364,291,20,0.0,70,557
1915494,291,20,0.0,6,378
1915960,291,12,0.0,8,386
1916300,291,12,0.0,4,620
1918057,291,20,0.0,75,860
1918234,291,14,0.0,37,1161
1918418,291,17,0.0,5,677
1918439,291,25,0.0,75,830
1918969,291,14,0.0,122,1012
1919653,291,17,0.1,76,1388
1920076,291,17,0.0,2,991
1920620,291,2,0.0,56,788
1921120,291,7,0.0,28,989
1921279,291,22,0.0,42,1223
1921824,291,15,0.0,43,545
1923145,291,2,0.0,28,945
1923546,291,6,0.0,47,921
1924621,291,3,0.2,31,836
1924710,291,9,0.0,47,1392
1925805,291,9,0.0,44,183
1926132,291,25,0.0,47,710
1926213,291,12,0.0,47,703
1926792,291,15,0.0,33,1035
1927032,291,9,0.2,111,758
1927369,291,11,0.0,73,1179
1928372,291,1,0.0,96,660
1928401,291,14,0.0,0,1334
1929196,291,3,0.0,117,732
1930325,291,3,0.0,82,1206
1930441,291,14,0.0,77,861
1931155,291,19,0.2,48,449
1931166,291,8,0.0,60,814
1931446,291,7,0.0,100,353
1931782,291,19,0.0,81,648
1931969,291,22,0.0,102,1439
1933150,291,13,0.2,86,758
1933854,291,7,0.0,75,1253
1933878,291,19,0.0,47,753
1934227,291,10,0.0,96,726
1935434,291,19,0.0,16,865
1936093,291,10,0.0,33,221
1936159,291,13,0.0,2,14
1936838,291,23,0.0,62,1333
1937541,291,16,0.0,57,533
1937616,291,4,0.2,86,735
1937678,291,12,0.0,94,301
1938892,291,16,0.0,68,866
1939192,291,13,0.2,117,746
1939984,291,8,0.0,40,116
1940889,291,3,0.0,69,625
1941268,291,8,0.2,117,487
1941354,291,3,0.0,103,443
1941417,291,16,0.0,37,434
1941831,291,24,0.1,69,451
1941928,291,16,0.0,11,273
1942718,291,20,0.0,123,166
1943468,291,22,0.2,4,138
1943529,291,3,0.0,55,846
1943578,291,23,0.0,112,727
1945055,291,12,0.0,73,898
1945231,291,15,0.0,29,454
1946250,291,22,0.2,10,433
1946465,291,6,0.0,27,1091
1946516,291,1,0.0,53,54
1946707,291,24,0.0,14,1354
1946801,291,13,0.0,53,923
1947846,291,21,0.0,43,1235
1948146,291,8,0.0,83,1397
1948263,291,24,0.0,59,1410
1948771,291,24,0.0,101,121
1949448,291,9,0.0,120,356
1951077,291,14,0.0,24,1097
1951491,291,21,0.2,76,1014
1951816,291,17,0.0,81,882
1952098,291,16,0.1,111,721
1952395,291,25,0.0,14,359
1952624,291,1,0.0,24,232
1953105,291,21,0.0,126,615
1953854,291,24,0.0,32,1285
1953910,291,16,0.1,56,412
1953998,291,17,0.0,63,399
1954162,291,15,0.0,105,1387
1954785,291,3,0.0,65,1383
1954932,291,7,0.0,77,249
1955800,291,9,0.0,2,770
1955950,291,5,0.2,22,1317
1956025,291,20,0.1,64,1066
1956352,291,17,0.0,99,109
1956373,291,9,0.0,44,1382
1956853,291,22,0.0,20,224
1956930,291,21,0.0,112,315
1957429,291,12,0.0,13,579
1957673,291,21,0.0,34,1043
1957957,291,8,0.1,125,1087
1958196,291,21,0.0,75,956
1958268,291,15,0.2,4,523
1958674,291,9,0.2,97,1141
1958884,291,8,0.0,5,416
1959328,291,14,0.0,101,1166
1959630,291,18,0.0,40,821
1960188,291,4,0.1,65,1142
1960290,291,25,0.0,24,854
1961260,291,19,0.1,16,1333
1961460,291,17,0.0,90,613
1962002,291,17,0.1,71,1419
1962654,291,8,0.1,19,1271
1963425,291,16,0.0,35,799
1963856,291,22,0.0,88,1267
1963922,291,18,0.1,93,1051
1964468,291,5,0.2,39,1126
1965135,291,13,0.0,60,101
1966294,291,9,0.0,119,1116
1966845,291,7,0.0,32,1074
1968189,291,1,0.0,80,22
1968633,291,3,0.0,13,985
1968786,291,14,0.0,53,1281
1969000,291,7,0.0,47,890
1969060,291,16,0.0,45,97
1969406,291,10,0.0,2,613
1970210,291,2,0.2,73,115
1971851,291,10,0.0,105,604
1972359,291,7,0.0,112,542
1972493,291,9,0.0,125,34
1972853,291,11,0.2,14,1161
1973325,291,9,0.0,124,662
1973725,291,10,0.0,49,468
1974043,291,10,0.1,110,860
1974076,291,23,0.0,102,916
1975577,291,18,0.0,5,880
1975680,291,17,0.0,19,1004
1975704,291,22,0.0,0,291
1976037,291,16,0.0,4,434
1977077,291,7,0.0,20,57
1977446,291,17,0.0,118,1001
1977594,291,11,0.0,121,1194
1977857,291,13,0.0,70,545
1977923,291,17,0.0,34,516
1978373,291,23,0.0,57,414
1979021,291,9,0.0,34,1049
1979180,291,20,0.0,83,808
1979699,291,16,0.0,68,98
1981454,291,13,0.0,42,757
1982021,291,18,0.0,105,1012
1982211,291,24,0.0,35,1417
1982589,291,2,0.0,94,1164
1983861,291,15,0.0,33,1083
1984307,291,12,0.0,85,628
1984436,291,19,0.2,86,1198
1985170,291,21,0.0,14,1290
1985379,291,24,0.0,105,1001
1985447,291,8,0.0,18,787
1986810,291,15,0.0,18,279
1986834,291,13,0.0,67,207
1987083,291,16,0.0,84,1327
1987210,291,6,0.0,93,245
1988550,291,9,0.0,54,1238
1988954,291,25,0.0,17,1218
1990528,291,9,0.0,108,832
1990823,291,12,0.0,6,1317
1991374,291,6,0.0,71,1427
1991574,291,12,0.0,33,374
1994450,291,3,0.0,38,1108
1995028,291,18,0.0,22,533
1995147,291,22,0.0,6,190
1995159,291,10,0.0,49,514
1995462,291,22,0.0,102,1370
1995528,291,9,0.2,23,951
1995622,291,3,0.0,17,32
1996437,291,21,0.0,28,1051
1996759,291,19,0.0,9,614
1996999,291,22,0.0,84,979
1997066,291,15,0.0,87,1369
1998000,291,14,0.0,116,1185
1998003,291,7,0.0,37,588
1998072,291,22,0.0,38,1322
1998641,291,13,0.0,60,294
1998783,291,6,0.0,2,860
1998816,291,4,0.0,80,19
1998970,291,3,0.0,18,760
1999400,291,5,0.0,78,90
2000323,291,16,0.0,31,309
2001318,291,9,0.0,41,316
2001366,291,3,0.1,64,1324
2001484,291,13,0.0,58,1115
2001659,291,20,0.2,73,1145
2003159,291,11,0.1,16,358
2003683,291,22,0.0,60,692
2003827,291,10,0.1,17,261
2004122,291,25,0.1,102,467
2004610,291,17,0.0,18,518
2004779,291,19,0.0,6,1321
2005090,291,6,0.0,54,1431
2006202,291,3,0.0,24,1352
2006411,291,5,0.0,110,1395
2006415,291,8,0.2,68,1052
2006422,291,13,0.0,85,1220
2006997,291,7,0.0,48,199
2008110,291,17,0.0,49,1048
2008132,291,20,0.0,99,106
2010471,291,22,0.0,17,1287
2012266,291,22,0.0,123,39
2012453,291,21,0.0,44,1029
2012626,291,14,0.0,43,430
2013281,291,7,0.0,84,388
2013670,291,1,0.2,125,1273
2014089,291,5,0.1,125,1078
2016478,291,11,0.0,120,268
2016699,291,25,0.0,36,360
2018073,291,22,0.0,19,1434
2019314,291,4,0.2,39,849
2019467,291,20,0.0,21,1268
2020520,291,2,0.1,27,169
2020678,291,4,0.0,86,131
2021063,291,16,0.0,42,42
2021340,291,10,0.0,79,967
2021697,291,16,0.0,100,1238
2022337,291,14,0.0,0,54
2022803,291,5,0.0,58,68
2022929,291,17,0.0,77,1059
2023176,291,17,0.0,77,659
2024036,291,23,0.0,4,973
2024609,291,1,0.0,72,578
2024708,291,6,0.0,23,1416
2024976,291,3,0.0,26,1246
2025220,291,1,0.0,95,1269
2027026,291,12,0.0,61,1250
2027251,291,3,0.0,82,514
2027389,291,17,0.1,80,632
2027883,291,1,0.2,28,615
2028599,291,5,0.0,116,193
2028614,291,15,0.0,2,394
2028685,291,17,0.0,98,969
2029246,291,13,0.0,82,645
2029514,291,3,0.0,43,950
2029791,291,24,0.0,121,222
2030322,291,17,0.0,57,856
2030425,291,6,0.0,60,918
2030498,291,8,0.0,26,1222
2030644,291,17,0.0,42,166
2031913,291,24,0.0,81,184
2034069,291,5,0.0,2,263
2034147,291,13,0.1,3,1136
2035051,291,22,0.0,4,1029
2035463,291,1,0.1,67,512
2035585,291,5,0.0,86,1407
2037239,291,22,0.0,68,1217
2037416,291,5,0.0,1,317
2037923,291,16,0.0,124,40
2038153,291,13,0.0,75,1416
2038296,291,3,0.0,4,578
2039138,291,19,0.0,57,473
2039298,291,4,0.0,74,717
2039709,291,18,0.0,122,788
2040319,291,5,0.0,35,1067
2040356,291,22,0.0,48,583
2040713,291,6,0.0,22,697
2040796,291,17,0.0,2,609
2041269,291,22,0.1,55,55
2041449,291,8,0.0,43,882
2042038,291,16,0.0,120,1099
2042170,291,10,0.0,25,750
2042432,291,24,0.0,126,1103
2042653,291,13,0.0,42,335
2043263,291,9,0.0,121,1107
2043284,291,18,0.0,17,1172
2043313,291,25,0.0,104,867
2043400,291,9,0.0,64,1091
2043543,291,25,0.0,80,1104
2044617,291,19,0.1,31,129
2046001,291,15,0.0,68,1420
2046351,291,23,0.0,51,620
2047325,291,1,0.0,57,959
2048341,291,8,0.0,62,1422
2048715,291,18,0.0,51,1172
2049871,291,22,0.0,17,33
2050550,291,8,0.0,8,868
2050861,291,9,0.0,8,486
2051257,291,19,0.0,104,520
2051278,291,11,0.0,7,1094
2051470,291,2,0.2,112,1138
2051569,291,20,0.0,109,523
2051957,291,14,0.0,54,134
2052315,291,5,0.0,115,1037
2052785,291,1,0.0,97,46
2053104,291,19,0.0,117,1184
2053377,291,11,0.0,70,635
2055496,291,3,0.0,55,1258
2055561,291,10,0.1,59,733
2056506,291,17,0.0,66,584
2056849,291,1,0.0,27,429
2057526,291,20,0.0,109,1132
2058652,291,6,0.0,89,246
2058697,291,17,0.0,113,1267
2059248,291,25,0.0,28,344
2059929,291,13,0.0,27,324
2060298,291,17,0.0,54,382
2060782,291,8,0.0,20,88
2061890,291,6,0.1,90,357
2062130,291,13,0.0,99,589
2062961,291,8,0.0,119,1375
2063120,291,20,0.1,78,597
2063234,291,6,0.0,44,1116
2063639,291,16,0.0,21,752
2064938,291,12,0.0,101,1298
2066258,291,16,0.0,32,1373
2066796,291,17,0.0,15,908
2067459,291,6,0.0,85,1433
2067832,291,4,0.2,125,1435
2067999,291,25,0.0,109,820
2068370,291,16,0.2,51,418
2069034,291,8,0.0,98,93
2070145,291,16,0.0,116,723
2070258,291,15,0.0,27,1263
2070642,291,20,0.2,94,1310
2072348,291,12,0.0,18,791
2073389,291,15,0.0,40,1088
2073465,291,6,0.0,76,1168
2074159,291,24,0.2,109,462
2074716,291,7,0.2,1,1100
2075511,291,6,0.2,41,659
2076117,291,10,0.0,74,534
2076376,291,2,0.2,110,519
2076977,291,13,0.0,31,203
2077281,291,15,0.0,32,114
2077806,291,1,0.0,24,819
2078281,291,14,0.0,66,152
2078779,291,23,0.0,60,1009
2079275,291,18,0.0,75,353
2079603,291,15,0.0,61,930
2079739,291,18,0.1,42,394
2079832,291,18,0.0,103,500
2080025,291,19,0.2,6,1191
2080244,291,22,0.2,108,883
2080409,291,14,0.2,78,1000
2080414,291,9,0.0,15,262
2080631,291,25,0.0,1,369
2081163,291,11,0.0,30,883
2081302,291,25,0.0,77,277
2081926,291,25,0.0,70,236
2082325,291,7,0.0,65,203
2082570,291,4,0.0,102,609
2082572,291,11,0.0,108,414
2082995,291,5,0.0,4,752
2083436,291,2,0.1,25,243
2083483,291,13,0.0,121,960
2083692,291,10,0.0,108,554
2084695,291,18,0.2,28,1307
2084743,291,21,0.0,115,502
2084809,291,4,0.0,79,430
2085003,291,11,0.0,126,877
2085091,291,4,0.0,70,198
2085639,291,22,0.0,39,1292
2086242,291,4,0.0,4,70
2086330,291,17,0.0,47,473
2086681,291,5,0.0,28,388
2086758,291,4,0.0,3,403
2086858,291,15,0.0,47,1054
2086974,291,9,0.0,40,207
2087085,291,12,0.0,30,583
2087142,291,3,0.1,29,538
2087184,291,1,0.0,16,140
2087489,291,22,0.0,97,878
2087526,291,19,0.0,96,223
2087649,291,2,0.0,70,862
2088471,291,13,0.0,41,507
2088558,291,21,0.0,45,1238
2088772,291,24,0.0,124,27
2089059,291,4,0.0,60,464
2090963,291,18,0.0,34,945
2092668,291,6,0.0,54,1146
2093268,291,7,0.0,104,916
2094828,291,17,0.0,0,206
2094845,291,2,0.0,33,119
2095700,291,22,0.0,37,294
2095753,291,10,0.0,121,1289
2095851,291,21,0.0,22,627
2095946,291,1,0.0,49,177
2096027,291,24,0.2,109,490
2096155,291,12,0.0,102,791
2096866,291,8,0.0,99,66
2096964,291,25,0.1,70,1370
2098150,291,20,0.0,14,1205
2099469,291,14,0.2,5,1188
2099815,291,24,0.0,16,1180
2099818,291,11,0.2,47,1400
2100080,291,4,0.0,78,1035
2100335,291,11,0.0,55,1349
2101920,291,18,0.0,48,1005
2102780,291,10,0.2,55,300
2103695,291,20,0.0,38,1389
2103702,291,25,0.0,75,25
2104032,291,21,0.0,51,457
2104056,291,20,0.0,87,775
2104455,291,7,0.0,83,1229
2104518,291,16,0.1,52,975
2104657,291,10,0.0,78,107
2104699,291,22,0.0,82,516
2104896,291,19,0.1,10,696
2105453,291,6,0.2,33,195
2105514,291,23,0.0,27,459
2105623,291,21,0.0,112,463
2105775,291,9,0.0,84,1113
2105799,291,20,0.0,70,127
2106255,291,17,0.1,122,51
2106588,291,19,0.0,63,33
2106649,291,5,0.1,86,110
2107065,291,19,0.0,58,878
2107318,291,19,0.0,35,1326
2107666,291,11,0.0,128,924
2107812,291,25,0.2,79,670
2107885,291,15,0.0,38,98
2108034,291,20,0.0,84,1355
2108767,291,17,0.0,53,1341
2110266,291,3,0.0,6,989
2110981,291,3,0.0,99,319
2111231,291,23,0.0,33,280
2112355,291,24,0.0,32,926
2112886,291,15,0.2,5,1024
2112982,291,4,0.0,38,680
2114085,291,11,0.0,33,67
2114700,291,18,0.0,109,1349
2114957,291,24,0.0,78,1139
2115186,291,24,0.0,87,1363
2115227,291,8,0.1,48,962
2116322,291,10,0.0,121,538
2117011,291,22,0.0,37,1350
2117601,291,21,0.0,69,816
2120051,291,12,0.1,121,517
2120163,291,5,0.0,76,961
2120797,291,4,0.0,25,1420
2121381,291,8,0.0,107,468
2121825,291,4,0.0,9,1253
2121940,291,9,0.0,50,566
2122013,291,21,0.0,24,1282
2122335,291,1,0.0,85,468
2122539,291,5,0.0,64,235
2122853,291,16,0.0,18,7
2123416,291,5,0.1,31,1068
2123438,291,22,0.0,6,219
2124399,291,24,0.0,21,678
2125821,291,11,0.2,63,675
2126291,291,15,0.0,29,1235
2128651,291,3,0.0,119,597
2129129,291,5,0.0,118,928
2129283,291,10,0.0,37,450
2129656,291,13,0.0,0,606
2130882,291,8,0.1,21,924
2131145,291,14,0.0,63,870
2131328,291,23,0.0,96,1383
2131948,291,19,0.0,33,1177
2131970,291,9,0.0,91,516
2132072,291,1,0.0,24,181
2132501,291,11,0.0,22,76
2133250,291,24,0.0,116,1327
2133260,291,8,0.0,107,1074
2133918,291,9,0.2,1,503
2134263,291,6,0.1,70,1004
2134758,291,15,0.0,62,1211
2134867,291,8,0.0,93,608
2135554,291,7,0.0,54,880
2135816,291,15,0.0,49,649
2136555,291,2,0.2,39,783
2137536,291,23,0.0,126,357
2137647,291,7,0.0,97,1431
2138340,291,12,0.1,16,1394
2138695,291,19,0.0,24,367
2139022,291,11,0.0,81,383
2139891,291,4,0.0,87,90
2140158,291,11,0.2,19,452
2140529,291,13,0.1,121,792
2141023,291,14,0.0,114,309
2141401,291,1,0.0,20,1277
2141441,291,17,0.0,128,404
2141596,291,6,0.1,46,952
2142173,291,18,0.0,22,1265
2142193,291,2,0.0,90,1130
2142362,291,8,0.0,63,907
2142822,291,22,0.0,94,1358
2143188,291,25,0.0,61,945
2143709,291,21,0.2,128,666
2144355,291,10,0.1,89,248
2144589,291,22,0.0,21,21
2145460,291,17,0.1,105,251
2145512,291,23,0.0,30,613
2145517,291,15,0.1,99,1424
2145559,291,23,0.0,124,531
2146019,291,6,0.0,6,472
2146467,291,6,0.0,92,669
2147137,291,20,0.0,18,968
2147295,291,21,0.0,107,13
2147941,291,22,0.0,31,807
2148376,291,24,0.1,49,949
2148408,291,1,0.2,4,1256
2148572,291,3,0.0,126,688
2148629,291,16,0.0,39,649
2148647,291,12,0.0,32,1120
2148746,291,5,0.2,19,363
2149389,291,13,0.0,14,1143
2149569,291,25,0.0,78,911
2149745,291,7,0.0,127,334
2149897,291,8,0.2,83,392
2150043,291,18,0.0,9,822
2150257,291,15,0.0,8,527
2150372,291,1,0.0,77,1125
2151537,291,5,0.0,28,1310
2151576,291,21,0.0,41,900
2152175,291,9,0.0,88,479
2153407,291,14,0.0,117,675
2154017,291,6,0.0,60,579
2155667,291,7,0.0,119,113
2159855,291,21,0.1,115,1351
2160177,291,24,0.0,77,1002
2160419,291,16,0.0,104,744
2160936,291,21,0.2,105,25
2161051,291,6,0.0,121,945
2161337,291,3,0.0,57,19
2161483,291,18,0.0,59,439
2161551,291,23,0.0,117,1072
2161957,291,25,0.0,79,1392
2162258,291,4,0.0,103,685
2162510,291,12,0.0,124,409
2162632,291,23,0.0,104,1373
2162970,291,21,0.2,86,1059
2163006,291,13,0.0,72,515
2163101,291,21,0.0,103,637
2163157,291,19,0.0,119,44
2163535,291,3,0.0,12,1377
2163803,291,24,0.0,109,247
2164073,291,5,0.0,57,286
2164913,291,5,0.0,33,1330
2165246,291,4,0.0,18,1073
2166698,291,4,0.0,118,501
2166781,291,14,0.0,97,1310
2167872,291,6,0.0,108,33
2169214,291,17,0.1,51,803
2169227,291,21,0.0,121,1339
2169463,291,19,0.0,112,187
2169951,291,13,0.0,9,916
2171425,291,22,0.0,6,1081
2171722,291,9,0.2,73,1273
2171735,291,23,0.0,26,228
2171888,291,8,0.0,49,1325
2172002,291,21,0.0,8,1356
2172446,291,9,0.0,115,1079
2173118,291,21,0.0,89,309
2173273,291,11,0.1,115,854
2173521,291,16,0.0,7,353
2174062,291,4,0.0,61,40
2174159,291,3,0.0,48,824
2174696,291,12,0.0,67,1322
2175022,291,4,0.0,45,879
2176004,291,4,0.0,104,1083
2176177,291,14,0.2,11,637
2176294,291,17,0.2,47,373
2176515,291,23,0.0,29,1359
2177821,291,21,0.1,37,332
2178080,291,25,0.0,18,1055
2178613,291,10,0.0,12,572
2179150,291,7,0.0,24,452
2179259,291,11,0.0,117,716
2179434,291,3,0.0,65,1310
2179502,291,7,0.2,43,1096
2180909,291,2,0.0,66,428
2180949,291,25,0.0,79,402
2181135,291,25,0.0,116,286
2181381,291,11,0.1,46,1323
2181978,291,20,0.0,75,937
2183384,291,22,0.2,105,84
2183489,291,12,0.0,67,1
2184133,291,17,0.0,97,939
2184230,291,2,0.0,37,1109
2184232,291,21,0.0,39,1083
2184774,291,12,0.0,83,930
2185746,291,24,0.0,52,282
2186642,291,3,0.0,107,67
2186764,291,6,0.0,69,372
2187892,291,25,0.0,127,910
2189201,291,2,0.0,6,1361
2189281,291,17,0.0,95,1157
2189768,291,18,0.0,40,236
2189937,291,20,0.0,81,250
2189939,291,24,0.0,17,1371
2190259,291,14,0.0,117,1151
2190284,291,5,0.0,53,149
2190317,291,6,0.0,90,878
2190645,291,20,0.0,125,523
2191004,291,22,0.0,52,1227
2191123,291,12,0.2,60,253
2191327,291,22,0.0,52,1337
2191838,291,9,0.0,82,202
2191904,291,14,0.0,122,943
2192312,291,24,0.0,69,678
2192390,291,23,0.0,53,1267
2192400,291,13,0.1,53,402
2193912,291,3,0.0,109,948
2194590,291,25,0.0,39,1281
2195403,291,17,0.0,109,1192
2195671,291,15,0.0,17,589
2195940,291,14,0.0,86,1049
2196614,291,9,0.1,107,833
2196963,291,1,0.0,81,129
2197125,291,6,0.0,20,147
2197336,291,7,0.0,89,479
2198032,291,1,0.0,15,1234
2198049,291,12,0.0,8,245
2198719,291,8,0.2,82,1223
2199033,291,6,0.0,31,1386
2199726,291,20,0.1,54,1066
2200490,291,7,0.0,34,1114
2200842,291,19,0.0,88,1424
2201073,291,19,0.0,25,377
2201335,291,12,0.0,9,935
2201710,291,1,0.1,14,1048
2202317,291,18,0.0,110,1060
2202478,291,13,0.0,119,442
2202818,291,17,0.0,26,247
2202979,291,17,0.2,41,1005
2203217,291,17,0.0,90,291
2203312,291,7,0.0,110,1088
2204339,291,25,0.0,112,825
2204723,291,10,0.0,43,188
2205784,291,16,0.0,38,734
2205932,291,11,0.2,50,1237
2205944,291,17,0.2,126,845
2206912,291,20,0.2,128,590
2207172,291,11,0.0,52,879
2207312,291,5,0.0,125,110
2207712,291,17,0.1,114,1199
2207767,291,6,0.0,77,526
2208478,291,23,0.2,124,965
2208785,291,12,0.0,4,1320
2208938,291,5,0.0,83,905
2209189,291,9,0.0,55,580
2210010,291,19,0.0,0,1324
2210561,291,23,0.0,118,434
2210648,291,1,0.0,80,594
2210658,291,10,0.0,17,651
2212235,291,13,0.0,1,1341
2212447,291,22,0.0,41,940
2212466,291,13,0.0,2,227
2212895,291,24,0.0,31,1184
2213494,291,4,0.0,102,99
2213725,291,13,0.0,62,69
2214429,291,23,0.2,65,152
2214636,291,18,0.0,85,862
2215025,291,17,0.0,73,465
2215305,291,5,0.0,77,256
2215629,291,1,0.0,17,1181
2215679,291,3,0.0,73,627
2216128,291,18,0.2,71,1147
2216924,291,17,0.0,86,1415
2217046,291,10,0.0,22,1122
2217301,291,6,0.1,87,703
2217367,291,13,0.0,124,490
2217751,291,2,0.2,104,193
2217793,291,12,0.1,48,632
2219110,291,1,0.0,79,961
2219469,291,7,0.0,18,52
2219754,291,20,0.1,36,97
2221408,291,18,0.0,20,834
2222747,291,8,0.0,39,1314
2223126,291,5,0.0,46,200
2223229,291,9,0.0,12,800
2223296,291,10,0.0,65,908
2223375,291,20,0.0,39,1142
2224357,291,1,0.0,48,482
2225562,291,20,0.0,28,1249
2225887,291,2,0.0,97,75
2226650,291,15,0.0,25,1154
2226730,291,10,0.0,36,542
2227378,291,25,0.2,50,1252
2227594,291,24,0.0,30,1232
2227670,291,19,0.0,88,256
2228190,291,7,0.0,19,797
2228297,291,2,0.1,15,986
2229489,291,14,0.0,59,667
2229800,291,1,0.1,48,173
2229878,291,18,0.1,87,869
2230167,291,3,0.0,52,991
2230174,291,19,0.2,80,645
2231007,291,19,0.0,37,121
2233797,291,13,0.2,93,1144
2233982,291,13,0.2,78,502
2234244,291,10,0.0,55,835
2234428,291,7,0.0,8,119
2234686,291,20,0.2,68,240
2235087,291,9,0.2,2,26
2235576,291,23,0.0,107,500
2235844,291,14,0.0,58,203
2236208,291,9,0.0,63,1141
2236237,291,3,0.0,61,752
2236647,291,5,0.0,29,130
2237431,291,13,0.0,102,301
2237591,291,25,0.1,20,410
2237905,291,9,0.2,37,136
2238165,291,25,0.1,94,1079
2238466,291,19,0.0,25,984
2238513,291,2,0.1,4,507
2238992,291,16,0.0,97,1194
2239037,291,10,0.1,88,1
2239522,291,20,0.0,99,966
2239739,291,11,0.0,59,499
2240522,291,3,0.0,33,1341
2240979,291,20,0.2,16,308
2241002,291,22,0.2,92,824
2241583,291,10,0.0,5,1209
2242297,291,25,0.0,101,678
2242321,291,23,0.0,28,919
2243035,291,20,0.0,5,452
2243048,291,4,0.0,28,538
2243786,291,3,0.0,119,73
2244125,291,23,0.0,36,1202
2244933,291,3,0.0,2,1420
2244954,291,4,0.0,49,862
2245751,291,2,0.0,54,334
2245980,291,20,0.0,113,1087
2247340,291,13,0.0,49,62
2248052,291,16,0.0,102,1346
2248216,291,21,0.0,100,713
2249131,291,23,0.0,116,312
2249293,291,21,0.0,79,755
2250241,291,8,0.0,65,838
2250624,291,20,0.2,4,244
2251037,291,18,0.0,91,342
2251153,291,24,0.0,70,37
2252241,291,2,0.0,66,406
2253685,291,6,0.0,113,1100
