Quantity,Discount,SalesDate,SalesTime
15,0,120,534
13,0,58,386
1,0,66,707
10,0,28,1174
2,0,75,901
12,0,68,765
20,0,8,843
18,0,41,1280
5,0,51,22
13,0.2,75,1381
18,0,75,271
2,0,128,650
19,0,2,858
22,0,66,637
17,0,21,197
2,0,111,192
13,0,108,253
12,0,126,699
7,0,116,785
10,0.2,16,1328
4,0,26,1087
13,0.2,56,66
4,0.2,75,663
15,0,72,417
25,0,15,1100
12,0,39,616
20,0,32,1434
7,0.2,20,1116
16,0.1,86,51
15,0,126,600
6,0,66,691
14,0,62,1189
8,0,53,175
25,0.2,8,259
16,0.2,123,851
6,0.2,48,1370
15,0,37,146
8,0.1,5,619
21,0,35,978
18,0,57,1150
2,0,42,1190
21,0,101,501
1,0.2,57,493
19,0.2,8,1421
3,0,79,610
5,0.1,76,144
8,0,4,137
11,0,6,1259
16,0,3,341
22,0,26,624
11,0,94,1310
17,0,28,968
15,0,21,173
18,0,121,59
16,0,83,395
2,0,82,361
2,0.1,94,1175
14,0,87,1243
3,0,101,466
10,0.1,95,669
15,0,0,500
25,0.2,21,1143
13,0,36,417
15,0,35,946
25,0,23,1043
13,0,114,1082
6,0.2,102,686
10,0,83,1122
4,0.2,4,1001
9,0.2,5,72
10,0,91,611
2,0.2,59,143
7,0,26,1230
11,0.1,55,1206
7,0.2,85,401
19,0,106,494
14,0,68,807
21,0.1,74,1072
1,0,71,1335
11,0,39,270
21,0.1,58,1435
23,0,95,1213
4,0.1,31,901
10,0.1,8,920
5,0,18,232
9,0,50,320
17,0,71,1259
25,0,57,576
17,0.1,96,761
21,0,85,924
22,0.1,29,697
20,0,99,541
15,0,7,1136
1,0,30,507
2,0,83,378
16,0,82,1244
10,0,18,1359
20,0.2,105,98
16,0.1,48,635
13,0,57,1155
21,0.1,104,174
2,0,77,1198
17,0,5,268
5,0,117,704
1,0,42,326
3,0.2,87,1334
25,0.2,33,132
1,0,93,1435
4,0,97,1329
7,0,58,533
3,0,120,1333
10,0.2,126,230
13,0,119,251
6,0,61,599
19,0,77,1339
17,0.2,1,613
23,0.2,74,1426
7,0,94,1263
25,0,94,1268
20,0.2,118,3
9,0,1,864
1,0,94,383
21,0,123,1044
24,0,60,589
4,0,62,190
8,0,80,616
15,0.2,85,1361
14,0,55,1107
25,0,2,655
10,0,79,1272
18,0,115,549
16,0.1,75,582
20,0,58,108
14,0,82,1300
24,0,110,1103
3,0,19,614
2,0,99,211
15,0.1,77,314
17,0,42,931
2,0,15,155
13,0,102,630
9,0,31,1127
1,0,50,1327
7,0,29,516
1,0.2,43,1061
4,0,119,848
4,0,15,889
16,0,7,377
17,0,57,0
6,0.2,113,439
21,0,114,243
24,0,92,1111
5,0,22,987
14,0.1,67,158
9,0.1,34,22
7,0,102,619
21,0,38,1135
12,0,30,1410
12,0,124,92
19,0,70,75
4,0,8,782
18,0,48,287
6,0,51,577
10,0,118,368
8,0,11,743
5,0.1,58,1368
23,0.1,83,1003
19,0,113,217
4,0.1,12,129
7,0,87,464
17,0,49,209
2,0.2,63,1423
11,0,74,659
21,0,63,1216
5,0.2,31,2
6,0.1,7,589
3,0,121,400
23,0,18,1221
12,0,41,1058
4,0.2,128,818
19,0,29,768
24,0,95,443
18,0,117,700
13,0,84,871
21,0,30,1081
23,0,12,410
23,0.1,2,571
23,0,111,268
11,0,1,1055
12,0,128,972
15,0,117,1109
20,0,72,948
11,0.2,41,516
14,0,12,1049
19,0,30,4
19,0,13,744
25,0.1,90,910
2,0.2,115,960
10,0,39,679
15,0,1,1079
18,0,23,305
18,0.2,119,159
25,0,110,1049
23,0,57,111
11,0,56,39
5,0,111,962
9,0,58,1019
14,0,23,883
2,0,120,773
7,0,59,1126
4,0,48,1388
9,0,109,410
13,0,52,721
19,0.2,112,1296
4,0,20,517
4,0,78,568
21,0,126,502
25,0.2,53,226
3,0,59,347
22,0.1,18,1385
3,0,51,1181
25,0.2,39,738
3,0.2,15,598
4,0,96,933
14,0,44,603
19,0,9,1190
15,0,119,825
14,0,81,1200
11,0,32,832
25,0,44,512
18,0,96,1157
9,0.2,76,241
8,0.2,13,157
16,0,59,1408
19,0,127,601
18,0.2,128,1295
6,0,11,723
10,0,42,916
17,0.1,37,1259
15,0,40,1108
16,0,118,962
8,0,11,917
3,0,47,1407
24,0,12,334
7,0,97,939
1,0,28,618
7,0,65,1241
13,0,21,247
22,0,31,247
17,0,128,1100
2,0,109,37
14,0,58,977
15,0,104,1384
14,0,22,434
15,0,64,1084
7,0,11,237
9,0,60,752
21,0,21,1019
17,0,10,957
19,0,90,254
8,0,19,111
18,0,84,266
5,0,103,922
3,0,11,535
18,0,96,629
6,0,68,1320
13,0,31,234
19,0,102,147
8,0.1,7,1217
19,0.1,42,826
25,0,16,625
7,0,33,1224
24,0,73,542
9,0.1,36,830
8,0.2,110,916
16,0,3,800
21,0,114,983
15,0.1,86,1175
12,0,60,1109
21,0.1,33,608
15,0,41,1430
10,0,29,1027
1,0.1,10,164
11,0.2,43,755
23,0,79,291
5,0,37,739
17,0,66,1100
13,0.1,115,509
17,0,45,894
23,0.1,89,1337
5,0,104,1225
4,0,47,95
8,0.1,78,1091
13,0.1,35,194
3,0,82,761
21,0.2,9,581
12,0,1,1065
20,0,102,809
8,0.1,65,386
23,0,27,1155
21,0,114,197
16,0,3,325
7,0,126,886
24,0,13,34
24,0,6,1298
13,0.2,76,576
20,0,56,690
18,0.2,67,592
16,0,127,619
11,0,2,167
14,0,26,203
25,0,86,175
18,0,116,260
20,0,15,921
14,0,56,321
19,0,81,1096
16,0,69,481
18,0,25,761
22,0,114,804
6,0,3,281
16,0,49,887
25,0,123,999
9,0,124,1123
21,0,116,48
23,0,33,660
14,0,5,450
13,0,122,472
1,0,96,300
21,0,102,932
12,0,79,506
2,0,54,105
16,0,22,986
6,0,121,775
19,0,96,624
10,0,43,534
5,0,92,924
13,0,118,1212
14,0,80,1008
1,0,97,801
16,0,16,499
20,0,0,218
20,0,33,1161
13,0,98,346
15,0.2,74,1154
11,0,103,1177
11,0,111,251
14,0,68,340
2,0.2,108,1181
19,0,28,990
14,0,88,375
5,0.1,4,686
24,0,124,859
13,0,93,1023
6,0,40,926
7,0,34,347
13,0,69,1089
5,0,82,1191
23,0,119,686
25,0.1,64,1373
18,0,53,360
25,0,64,1373
15,0.2,76,1087
5,0,43,698
14,0,119,387
6,0.2,72,1005
2,0,72,549
14,0,8,54
24,0.2,16,1186
2,0,126,283
22,0,55,226
2,0.2,100,648
24,0,20,928
13,0,106,994
21,0,85,1379
17,0,127,334
12,0.1,35,324
5,0,99,896
2,0,105,329
21,0.1,111,68
1,0,92,714
9,0,124,1025
17,0.2,82,207
20,0,113,136
19,0,17,661
3,0,48,695
23,0,94,334
3,0.2,63,190
14,0,104,108
17,0,54,303
23,0,48,48
14,0,29,1310
4,0,97,1360
18,0.2,19,1300
17,0,56,1099
10,0,112,1076
8,0,46,138
13,0,19,863
1,0,49,114
25,0,124,848
23,0.2,66,717
11,0,14,446
14,0,75,445
4,0,84,1264
11,0,36,124
9,0,28,109
14,0.2,39,698
18,0,72,774
17,0,10,1236
22,0,110,775
10,0,107,809
18,0,72,745
8,0.2,25,644
2,0,87,701
9,0,116,719
15,0.1,75,454
23,0,20,756
12,0,32,688
4,0,72,379
5,0,55,275
5,0,55,1088
1,0.2,78,1310
15,0,89,543
7,0,55,264
25,0.1,6,764
21,0.2,12,860
18,0,75,1033
9,0.2,17,110
4,0,93,953
22,0,31,985
6,0,52,804
12,0.2,47,841
9,0.1,62,1257
13,0,36,380
1,0,76,1290
8,0,47,525
9,0.1,113,352
4,0.1,13,744
6,0.2,116,385
18,0,127,254
19,0,110,146
18,0,59,661
23,0,13,394
22,0,119,1232
4,0,35,1172
15,0,3,671
3,0,114,92
12,0,84,609
22,0,21,1291
16,0,31,1121
20,0,104,886
20,0.2,113,1010
15,0.1,17,827
16,0.2,93,458
22,0,121,901
20,0,108,685
19,0,66,938
9,0,90,647
7,0.1,44,1091
16,0,31,674
6,0,58,1345
23,0,2,1339
8,0,94,1094
2,0,52,146
2,0.1,47,399
24,0,62,749
18,0,99,403
18,0,88,662
15,0,32,591
6,0,94,984
12,0,16,1268
20,0,65,1136
11,0,82,446
2,0,86,1228
14,0,12,888
11,0.1,120,1144
22,0,42,557
8,0,17,639
24,0,25,194
3,0,64,346
20,0,47,992
5,0,45,1423
23,0,57,793
6,0,78,909
16,0,21,1431
5,0,109,1426
8,0,97,1260
9,0,81,659
23,0.2,37,1266
22,0,34,127
13,0,85,21
6,0,60,446
22,0,62,509
11,0,43,613
8,0,87,1322
23,0,2,1371
2,0,104,222
11,0,61,339
12,0,69,836
8,0,79,391
16,0,116,505
17,0.2,21,149
22,0,59,1107
7,0.1,2,997
7,0,105,291
24,0,88,337
1,0,127,1347
3,0.1,25,1411
16,0.1,15,64
23,0.2,79,1012
10,0,2,1285
23,0,8,1335
6,0,70,388
3,0,2,324
20,0.2,7,857
16,0,6,677
24,0,124,377
13,0,95,1411
17,0,109,452
13,0,103,533
17,0,57,1281
25,0,15,1200
18,0,44,1403
15,0,106,942
10,0,120,686
17,0,45,953
15,0,109,667
6,0.1,6,790
24,0,101,839
8,0,73,1140
6,0,55,990
24,0,67,560
15,0.1,89,119
13,0,110,309
20,0,6,702
24,0,115,1150
19,0,3,942
4,0,43,1078
14,0,70,1244
7,0,86,928
20,0.2,105,832
10,0.1,23,1027
4,0,23,591
20,0,49,1154
3,0,0,1278
24,0.2,23,1293
21,0,44,1343
13,0,19,1215
13,0,27,1367
8,0,22,1241
1,0,30,626
17,0,77,492
22,0,60,1106
15,0,60,305
10,0,53,395
5,0,61,1
24,0,12,198
23,0,16,1375
5,0,44,94
1,0,49,428
11,0,34,41
21,0,86,1198
13,0,36,1380
12,0,27,313
13,0,111,960
4,0,73,118
15,0,9,659
17,0,3,461
6,0,118,392
25,0,24,661
21,0.1,104,896
16,0,71,198
6,0,18,466
15,0,78,434
20,0,19,1376
17,0.2,55,218
25,0,7,421
24,0,10,138
3,0,0,508
13,0,116,16
17,0.2,21,355
2,0,97,1377
13,0,123,202
9,0,68,1282
19,0,82,1137
2,0,78,696
13,0.2,46,286
1,0,58,621
19,0.1,124,374
2,0,36,809
22,0.1,93,569
2,0.1,120,1247
12,0,15,1216
15,0.1,17,1055
15,0,52,542
13,0,122,1240
17,0,47,978
16,0,116,115
1,0.2,32,1140
13,0,70,1285
5,0,17,1413
3,0,91,1079
19,0,72,1186
19,0,57,670
17,0.1,116,267
8,0.2,32,1131
22,0,61,992
18,0,104,245
20,0,84,1259
11,0,128,1436
2,0,106,1299
10,0,31,129
13,0,68,811
1,0,111,84
10,0,55,956
14,0,20,1167
9,0,106,75
8,0,109,1211
16,0,4,1343
9,0,23,1107
5,0.1,58,456
21,0,18,381
17,0,90,701
13,0,61,98
19,0,33,1173
12,0.1,1,502
9,0,57,1217
25,0,112,1398
18,0.1,41,324
7,0.1,108,643
24,0.1,35,92
5,0,83,183
15,0,15,4
21,0,77,481
13,0,114,65
20,0,76,1109
6,0,46,1070
12,0.1,112,509
19,0,13,540
6,0,127,731
6,0,19,474
19,0,19,1223
1,0.1,50,508
1,0.1,7,1076
15,0.1,2,1115
23,0.2,98,994
16,0.1,121,738
10,0,1,487
15,0,64,1316
13,0.2,104,327
6,0,75,723
25,0.1,110,1035
8,0.2,16,1100
23,0.1,83,1153
14,0,49,1218
20,0,82,265
8,0.1,113,1106
25,0,97,284
21,0,10,120
20,0.1,32,392
22,0,67,387
4,0.2,18,1028
3,0,56,1112
14,0,108,946
2,0,100,1260
13,0,68,628
7,0,92,232
9,0.1,96,62
8,0,7,742
24,0,96,234
16,0,74,401
13,0,41,1204
6,0,76,1074
2,0,87,1242
17,0,96,1052
2,0,52,111
13,0.2,22,1074
25,0,26,212
19,0.2,89,988
20,0,105,578
2,0,41,443
12,0,24,151
6,0,31,435
8,0,70,510
5,0,42,206
15,0,79,238
16,0.2,9,610
25,0,58,1355
4,0,114,65
18,0,92,570
16,0,61,187
8,0,86,1234
25,0,53,1261
7,0,28,837
3,0,118,5
19,0.2,67,968
11,0,84,107
3,0,50,95
8,0.2,87,1082
19,0,10,88
1,0,13,222
1,0,108,562
15,0,66,359
15,0.1,47,205
22,0,126,210
20,0,84,875
15,0,92,181
3,0,59,1426
25,0.1,82,310
15,0,72,785
13,0,120,69
16,0.2,128,712
18,0,47,422
14,0,55,629
10,0,52,964
9,0,125,1103
23,0,61,150
21,0,94,400
20,0,70,557
20,0,6,378
12,0,8,386
12,0,4,620
20,0,75,860
14,0,37,1161
17,0,5,677
25,0,75,830
14,0,122,1012
17,0.1,76,1388
17,0,2,991
2,0,56,788
7,0,28,989
22,0,42,1223
15,0,43,545
2,0,28,945
6,0,47,921
3,0.2,31,836
9,0,47,1392
9,0,44,183
25,0,47,710
12,0,47,703
15,0,33,1035
9,0.2,111,758
11,0,73,1179
1,0,96,660
14,0,0,1334
3,0,117,732
3,0,82,1206
14,0,77,861
19,0.2,48,449
8,0,60,814
7,0,100,353
19,0,81,648
22,0,102,1439
13,0.2,86,758
7,0,75,1253
19,0,47,753
10,0,96,726
19,0,16,865
10,0,33,221
13,0,2,14
23,0,62,1333
16,0,57,533
4,0.2,86,735
12,0,94,301
16,0,68,866
13,0.2,117,746
8,0,40,116
3,0,69,625
8,0.2,117,487
3,0,103,443
16,0,37,434
24,0.1,69,451
16,0,11,273
20,0,123,166
22,0.2,4,138
3,0,55,846
23,0,112,727
12,0,73,898
15,0,29,454
22,0.2,10,433
6,0,27,1091
1,0,53,54
24,0,14,1354
13,0,53,923
21,0,43,1235
8,0,83,1397
24,0,59,1410
24,0,101,121
9,0,120,356
14,0,24,1097
21,0.2,76,1014
17,0,81,882
16,0.1,111,721
25,0,14,359
1,0,24,232
21,0,126,615
24,0,32,1285
16,0.1,56,412
17,0,63,399
15,0,105,1387
3,0,65,1383
7,0,77,249
9,0,2,770
5,0.2,22,1317
20,0.1,64,1066
17,0,99,109
9,0,44,1382
22,0,20,224
21,0,112,315
12,0,13,579
21,0,34,1043
8,0.1,125,1087
21,0,75,956
15,0.2,4,523
9,0.2,97,1141
8,0,5,416
14,0,101,1166
18,0,40,821
4,0.1,65,1142
25,0,24,854
19,0.1,16,1333
17,0,90,613
17,0.1,71,1419
8,0.1,19,1271
16,0,35,799
22,0,88,1267
18,0.1,93,1051
5,0.2,39,1126
13,0,60,101
9,0,119,1116
7,0,32,1074
1,0,80,22
3,0,13,985
14,0,53,1281
7,0,47,890
16,0,45,97
10,0,2,613
2,0.2,73,115
10,0,105,604
7,0,112,542
9,0,125,34
11,0.2,14,1161
9,0,124,662
10,0,49,468
10,0.1,110,860
23,0,102,916
18,0,5,880
17,0,19,1004
22,0,0,291
16,0,4,434
7,0,20,57
17,0,118,1001
11,0,121,1194
13,0,70,545
17,0,34,516
23,0,57,414
9,0,34,1049
20,0,83,808
16,0,68,98
13,0,42,757
18,0,105,1012
24,0,35,1417
2,0,94,1164
15,0,33,1083
12,0,85,628
19,0.2,86,1198
21,0,14,1290
24,0,105,1001
8,0,18,787
15,0,18,279
13,0,67,207
16,0,84,1327
6,0,93,245
9,0,54,1238
25,0,17,1218
9,0,108,832
12,0,6,1317
6,0,71,1427
12,0,33,374
3,0,38,1108
18,0,22,533
22,0,6,190
10,0,49,514
22,0,102,1370
9,0.2,23,951
3,0,17,32
21,0,28,1051
19,0,9,614
22,0,84,979
15,0,87,1369
14,0,116,1185
7,0,37,588
22,0,38,1322
13,0,60,294
6,0,2,860
4,0,80,19
3,0,18,760
5,0,78,90
16,0,31,309
9,0,41,316
3,0.1,64,1324
13,0,58,1115
20,0.2,73,1145
11,0.1,16,358
22,0,60,692
10,0.1,17,261
25,0.1,102,467
17,0,18,518
19,0,6,1321
6,0,54,1431
3,0,24,1352
5,0,110,1395
8,0.2,68,1052
13,0,85,1220
7,0,48,199
17,0,49,1048
20,0,99,106
22,0,17,1287
22,0,123,39
21,0,44,1029
14,0,43,430
7,0,84,388
1,0.2,125,1273
5,0.1,125,1078
11,0,120,268
25,0,36,360
22,0,19,1434
4,0.2,39,849
20,0,21,1268
2,0.1,27,169
4,0,86,131
16,0,42,42
10,0,79,967
16,0,100,1238
14,0,0,54
5,0,58,68
17,0,77,1059
17,0,77,659
23,0,4,973
1,0,72,578
6,0,23,1416
3,0,26,1246
1,0,95,1269
12,0,61,1250
3,0,82,514
17,0.1,80,632
1,0.2,28,615
5,0,116,193
15,0,2,394
17,0,98,969
13,0,82,645
3,0,43,950
24,0,121,222
17,0,57,856
6,0,60,918
8,0,26,1222
17,0,42,166
24,0,81,184
5,0,2,263
13,0.1,3,1136
22,0,4,1029
1,0.1,67,512
5,0,86,1407
22,0,68,1217
5,0,1,317
16,0,124,40
13,0,75,1416
3,0,4,578
19,0,57,473
4,0,74,717
18,0,122,788
5,0,35,1067
22,0,48,583
6,0,22,697
17,0,2,609
22,0.1,55,55
8,0,43,882
16,0,120,1099
10,0,25,750
24,0,126,1103
13,0,42,335
9,0,121,1107
18,0,17,1172
25,0,104,867
9,0,64,1091
25,0,80,1104
19,0.1,31,129
15,0,68,1420
23,0,51,620
1,0,57,959
8,0,62,1422
18,0,51,1172
22,0,17,33
8,0,8,868
9,0,8,486
19,0,104,520
11,0,7,1094
2,0.2,112,1138
20,0,109,523
14,0,54,134
5,0,115,1037
1,0,97,46
19,0,117,1184
11,0,70,635
3,0,55,1258
10,0.1,59,733
17,0,66,584
1,0,27,429
20,0,109,1132
6,0,89,246
17,0,113,1267
25,0,28,344
13,0,27,324
17,0,54,382
8,0,20,88
6,0.1,90,357
13,0,99,589
8,0,119,1375
20,0.1,78,597
6,0,44,1116
16,0,21,752
12,0,101,1298
16,0,32,1373
17,0,15,908
6,0,85,1433
4,0.2,125,1435
25,0,109,820
16,0.2,51,418
8,0,98,93
16,0,116,723
15,0,27,1263
20,0.2,94,1310
12,0,18,791
15,0,40,1088
6,0,76,1168
24,0.2,109,462
7,0.2,1,1100
6,0.2,41,659
10,0,74,534
2,0.2,110,519
13,0,31,203
15,0,32,114
1,0,24,819
14,0,66,152
23,0,60,1009
18,0,75,353
15,0,61,930
18,0.1,42,394
18,0,103,500
19,0.2,6,1191
22,0.2,108,883
14,0.2,78,1000
9,0,15,262
25,0,1,369
11,0,30,883
25,0,77,277
25,0,70,236
7,0,65,203
4,0,102,609
11,0,108,414
5,0,4,752
2,0.1,25,243
13,0,121,960
10,0,108,554
18,0.2,28,1307
21,0,115,502
4,0,79,430
11,0,126,877
4,0,70,198
22,0,39,1292
4,0,4,70
17,0,47,473
5,0,28,388
4,0,3,403
15,0,47,1054
9,0,40,207
12,0,30,583
3,0.1,29,538
1,0,16,140
22,0,97,878
19,0,96,223
2,0,70,862
13,0,41,507
21,0,45,1238
24,0,124,27
4,0,60,464
18,0,34,945
6,0,54,1146
7,0,104,916
17,0,0,206
2,0,33,119
22,0,37,294
10,0,121,1289
21,0,22,627
1,0,49,177
24,0.2,109,490
12,0,102,791
8,0,99,66
25,0.1,70,1370
20,0,14,1205
14,0.2,5,1188
24,0,16,1180
11,0.2,47,1400
4,0,78,1035
11,0,55,1349
18,0,48,1005
10,0.2,55,300
20,0,38,1389
25,0,75,25
21,0,51,457
20,0,87,775
7,0,83,1229
16,0.1,52,975
10,0,78,107
22,0,82,516
19,0.1,10,696
6,0.2,33,195
23,0,27,459
21,0,112,463
9,0,84,1113
20,0,70,127
17,0.1,122,51
19,0,63,33
5,0.1,86,110
19,0,58,878
19,0,35,1326
11,0,128,924
25,0.2,79,670
15,0,38,98
20,0,84,1355
17,0,53,1341
3,0,6,989
3,0,99,319
23,0,33,280
24,0,32,926
15,0.2,5,1024
4,0,38,680
11,0,33,67
18,0,109,1349
24,0,78,1139
24,0,87,1363
8,0.1,48,962
10,0,121,538
22,0,37,1350
21,0,69,816
12,0.1,121,517
5,0,76,961
4,0,25,1420
8,0,107,468
4,0,9,1253
9,0,50,566
21,0,24,1282
1,0,85,468
5,0,64,235
16,0,18,7
5,0.1,31,1068
22,0,6,219
24,0,21,678
11,0.2,63,675
15,0,29,1235
3,0,119,597
5,0,118,928
10,0,37,450
13,0,0,606
8,0.1,21,924
14,0,63,870
23,0,96,1383
19,0,33,1177
9,0,91,516
1,0,24,181
11,0,22,76
24,0,116,1327
8,0,107,1074
9,0.2,1,503
6,0.1,70,1004
15,0,62,1211
8,0,93,608
7,0,54,880
15,0,49,649
2,0.2,39,783
23,0,126,357
7,0,97,1431
12,0.1,16,1394
19,0,24,367
11,0,81,383
4,0,87,90
11,0.2,19,452
13,0.1,121,792
14,0,114,309
1,0,20,1277
17,0,128,404
6,0.1,46,952
18,0,22,1265
2,0,90,1130
8,0,63,907
22,0,94,1358
25,0,61,945
21,0.2,128,666
10,0.1,89,248
22,0,21,21
17,0.1,105,251
23,0,30,613
15,0.1,99,1424
23,0,124,531
6,0,6,472
6,0,92,669
20,0,18,968
21,0,107,13
22,0,31,807
24,0.1,49,949
1,0.2,4,1256
3,0,126,688
16,0,39,649
12,0,32,1120
5,0.2,19,363
13,0,14,1143
25,0,78,911
7,0,127,334
8,0.2,83,392
18,0,9,822
15,0,8,527
1,0,77,1125
5,0,28,1310
21,0,41,900
9,0,88,479
14,0,117,675
6,0,60,579
7,0,119,113
21,0.1,115,1351
24,0,77,1002
16,0,104,744
21,0.2,105,25
6,0,121,945
3,0,57,19
18,0,59,439
23,0,117,1072
25,0,79,1392
4,0,103,685
12,0,124,409
23,0,104,1373
21,0.2,86,1059
13,0,72,515
21,0,103,637
19,0,119,44
3,0,12,1377
24,0,109,247
5,0,57,286
5,0,33,1330
4,0,18,1073
4,0,118,501
14,0,97,1310
6,0,108,33
17,0.1,51,803
21,0,121,1339
19,0,112,187
13,0,9,916
22,0,6,1081
9,0.2,73,1273
23,0,26,228
8,0,49,1325
21,0,8,1356
9,0,115,1079
21,0,89,309
11,0.1,115,854
16,0,7,353
4,0,61,40
3,0,48,824
12,0,67,1322
4,0,45,879
4,0,104,1083
14,0.2,11,637
17,0.2,47,373
23,0,29,1359
21,0.1,37,332
25,0,18,1055
10,0,12,572
7,0,24,452
11,0,117,716
3,0,65,1310
7,0.2,43,1096
2,0,66,428
25,0,79,402
25,0,116,286
11,0.1,46,1323
20,0,75,937
22,0.2,105,84
12,0,67,1
17,0,97,939
2,0,37,1109
21,0,39,1083
12,0,83,930
24,0,52,282
3,0,107,67
6,0,69,372
25,0,127,910
2,0,6,1361
17,0,95,1157
18,0,40,236
20,0,81,250
24,0,17,1371
14,0,117,1151
5,0,53,149
6,0,90,878
20,0,125,523
22,0,52,1227
12,0.2,60,253
22,0,52,1337
9,0,82,202
14,0,122,943
24,0,69,678
23,0,53,1267
13,0.1,53,402
3,0,109,948
25,0,39,1281
17,0,109,1192
15,0,17,589
14,0,86,1049
9,0.1,107,833
1,0,81,129
6,0,20,147
7,0,89,479
1,0,15,1234
12,0,8,245
8,0.2,82,1223
6,0,31,1386
20,0.1,54,1066
7,0,34,1114
19,0,88,1424
19,0,25,377
12,0,9,935
1,0.1,14,1048
18,0,110,1060
13,0,119,442
17,0,26,247
17,0.2,41,1005
17,0,90,291
7,0,110,1088
25,0,112,825
10,0,43,188
16,0,38,734
11,0.2,50,1237
17,0.2,126,845
20,0.2,128,590
11,0,52,879
5,0,125,110
17,0.1,114,1199
6,0,77,526
23,0.2,124,965
12,0,4,1320
5,0,83,905
9,0,55,580
19,0,0,1324
23,0,118,434
1,0,80,594
10,0,17,651
13,0,1,1341
22,0,41,940
13,0,2,227
24,0,31,1184
4,0,102,99
13,0,62,69
23,0.2,65,152
18,0,85,862
17,0,73,465
5,0,77,256
1,0,17,1181
3,0,73,627
18,0.2,71,1147
17,0,86,1415
10,0,22,1122
6,0.1,87,703
13,0,124,490
2,0.2,104,193
12,0.1,48,632
1,0,79,961
7,0,18,52
20,0.1,36,97
18,0,20,834
8,0,39,1314
5,0,46,200
9,0,12,800
10,0,65,908
20,0,39,1142
1,0,48,482
20,0,28,1249
2,0,97,75
15,0,25,1154
10,0,36,542
25,0.2,50,1252
24,0,30,1232
19,0,88,256
7,0,19,797
2,0.1,15,986
14,0,59,667
1,0.1,48,173
18,0.1,87,869
3,0,52,991
19,0.2,80,645
19,0,37,121
13,0.2,93,1144
13,0.2,78,502
10,0,55,835
7,0,8,119
20,0.2,68,240
9,0.2,2,26
23,0,107,500
14,0,58,203
9,0,63,1141
3,0,61,752
5,0,29,130
13,0,102,301
25,0.1,20,410
9,0.2,37,136
25,0.1,94,1079
19,0,25,984
2,0.1,4,507
16,0,97,1194
10,0.1,88,1
20,0,99,966
11,0,59,499
3,0,33,1341
20,0.2,16,308
22,0.2,92,824
10,0,5,1209
25,0,101,678
23,0,28,919
20,0,5,452
4,0,28,538
3,0,119,73
23,0,36,1202
3,0,2,1420
4,0,49,862
2,0,54,334
20,0,113,1087
13,0,49,62
16,0,102,1346
21,0,100,713
23,0,116,312
21,0,79,755
8,0,65,838
20,0.2,4,244
18,0,91,342
24,0,70,37
2,0,66,406
6,0,113,1100
11,0,63,1439
23,0,71,371
15,0,75,745
4,0,92,700
18,0,57,477
22,0.2,10,812
18,0,126,557
16,0,36,680
20,0,76,407
11,0.2,121,402
7,0,83,1075
22,0,31,918
1,0,30,684
23,0,22,72
16,0,81,654
12,0.2,57,630
20,0.1,18,297
18,0,31,479
11,0,70,171
13,0,39,1050
12,0.1,36,289
19,0.2,92,636
17,0.1,5,864
21,0,120,417
10,0,123,453
6,0,51,6
22,0,93,966
5,0,0,194
20,0,95,1372
5,0,47,362
15,0,79,840
9,0,34,629
14,0,45,680
16,0,22,1069
23,0,15,821
14,0.2,120,262
24,0,43,1316
13,0,108,1117
7,0,112,470
3,0,91,1182
12,0.1,2,629
6,0,70,800
15,0.2,11,1124
18,0,103,1192
10,0,9,513
21,0,127,662
25,0,84,707
5,0,25,709
22,0,42,626
21,0,62,1098
12,0,121,708
9,0,116,1261
15,0.2,82,26
20,0,17,791
3,0,94,933
19,0,75,457
15,0,14,1060
12,0,101,1252
2,0,108,306
4,0.1,95,575
1,0.2,17,246
20,0.1,114,804
24,0,115,649
5,0,91,35
13,0,73,285
10,0.2,24,1394
7,0,91,598
4,0,2,1348
3,0.1,71,834
12,0.1,22,269
17,0,14,1325
7,0.1,38,731
25,0,25,126
11,0,65,813
22,0,97,500
12,0,106,810
22,0,50,896
11,0,117,567
24,0,118,1116
7,0,45,219
11,0,11,254
14,0,70,1040
12,0.1,98,106
8,0,46,1318
3,0,5,629
3,0,30,123
8,0,31,597
19,0,30,762
3,0.2,65,899
8,0,40,1366
2,0,53,203
15,0,1,1316
1,0,86,674
5,0,27,644
16,0,29,331
2,0,117,110
1,0,15,274
1,0,77,550
8,0,79,1282
21,0,107,1114
20,0,110,1193
7,0,25,228
23,0,58,944
5,0,114,592
2,0,125,1294
10,0.2,35,302
8,0,108,890
17,0.2,23,1348
17,0,63,1160
5,0,20,954
15,0,87,1040
1,0,123,307
10,0,69,137
10,0,44,1016
1,0,77,547
24,0,56,763
22,0,20,414
7,0,69,300
17,0.2,98,39
4,0,7,1051
15,0,72,1431
1,0,19,804
17,0.1,102,638
9,0,91,830
7,0,48,389
19,0,19,1416
25,0,12,720
11,0.1,70,1209
7,0,128,64
21,0,93,1106
7,0,29,622
25,0,85,174
2,0,57,58
17,0,93,992
6,0,102,350
15,0,48,425
13,0,7,120
2,0,96,134
15,0,86,237
11,0.1,62,1407
13,0.1,49,341
11,0,62,38
22,0,29,1398
19,0.2,22,500
15,0,4,363
1,0,9,872
11,0,88,1091
20,0,55,1172
20,0,63,1329
15,0,83,643
3,0,80,347
12,0.1,128,1024
25,0.2,125,180
19,0,60,1235
3,0,102,688
